구분,기업명,분류,시도
3309,재단법인 제주한의약연구원,공공기관,제주
3310,재단법인 한국장기조직기증원,공공기관,서울
3311,재단법인 한국저작권보호원,공공기관,서울
3312,전남대학교,공공기관,광주
3313,전남신용보증재단,공공기관,전남
3314,전북신용보증재단,공공기관,전북
3315,충북신용보증재단,공공기관,충북
3316,충주시시설관리공단,공공기관,충북
3317,한국로봇융합연구원,공공기관,경북
3318,한국수목원관리원,공공기관,경북
3319,한국식품연구원부설 세계김치연구소,공공기관,광주
3320,한국재정정보원,공공기관,서울
3321,해군교육사령부,공공기관,경남
3322,해군군수사령부지출관,공공기관,경남
3323,해군보급창,공공기관,경남
3324,해군제1함대사령부,공공기관,강원
3325,해군제2함대사령부,공공기관,경기
3326,해군제3함대사령부,공공기관,전남
3327,해군진해기지사령부,공공기관,경남
3328,해병대사령부,공공기관,경기
