"성별","직업대분류별","연령별","항목","단위","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"전체","기능원 및 관련 기능 종사자","50~54세","초과급여","원","213635","269712","339394","335923","333813","351921","370893","328000","368000","316000","309000",
"전체","기능원 및 관련 기능 종사자","50~54세","연간특별급여액","원","5755257","5857927","7134498","5701099","6655633","6336742","6327894","6364000","6961000","5625000","6206000",
"전체","기능원 및 관련 기능 종사자","50~54세","임금격차","%","-","-","-","-","","","","","","","",
"전체","기능원 및 관련 기능 종사자","55~59세","월임금총액","원","2331612.33333","2413644.91667","2680861.41667","2713123.75","2886800.08333","3000570.91667","2995645.5","3201000","3402000","3531000","3551000",
"전체","기능원 및 관련 기능 종사자","55~59세","월급여액","원","1997957","2068120","2205316","2308398","2425965","2565234","2572535","2756000","2900000","3035000","3077000",
"전체","기능원 및 관련 기능 종사자","55~59세","정액급여","원","1824287","1844246","1935978","2026720","2147352","2270241","2268079","2448000","2595000","2705000","2767000",
"전체","기능원 및 관련 기능 종사자","55~59세","초과급여","원","173670","223874","269338","281678","278613","294993","304456","308000","305000","330000","310000",
"전체","기능원 및 관련 기능 종사자","55~59세","연간특별급여액","원","4003864","4146299","5706545","4856709","5530021","5224043","5077326","5341000","6028000","5959000","5688000",
"전체","기능원 및 관련 기능 종사자","55~59세","임금격차","%","-","-","-","-","","","","","","","",
"전체","기능원 및 관련 기능 종사자","60세이상","월임금총액","원","1647862.66667","1694097.75","1817212.66667","1856350","2006263.5","2057268.25","2019628.16667","2191000","2325000","2463000","2492000",
"전체","기능원 및 관련 기능 종사자","60세이상","월급여액","원","1563540","1594847","1719256","1768952","1892465","1921601","1893149","2068000","2195000","2344000","2388000",
"전체","기능원 및 관련 기능 종사자","60세이상","정액급여","원","1468204","1472982","1607482","1608996","1755815","1750965","1719542","1901000","2039000","2181000","2234000",
"전체","기능원 및 관련 기능 종사자","60세이상","초과급여","원","95336","121866","111775","159956","136650","170636","173607","168000","156000","163000","154000",
"전체","기능원 및 관련 기능 종사자","60세이상","연간특별급여액","원","1011872","1191009","1175480","1048776","1365582","1628007","1517750","1468000","1551000","1437000","1245000",
"전체","기능원 및 관련 기능 종사자","60세이상","임금격차","%","-","-","-","-","","","","","","","",
"전체","장치,기계조작 및 조립종사자","계","월임금총액","원","2373821.16667","2417354.91667","2653190.5","2709074.33333","2799395.5","2872566.5","2905523.16667","3007000","3219000","3324000","3421000",
"전체","장치,기계조작 및 조립종사자","계","월급여액","원","1916041","1989589","2120872","2215215","2284211","2369460","2441751","2533000","2699000","2819000","2903000",
"전체","장치,기계조작 및 조립종사자","계","정액급여","원","1556212","1585704","1691194","1747456","1810287","1909355","1967262","2057000","2187000","2296000","2418000",
"전체","장치,기계조작 및 조립종사자","계","초과급여","원","359828","403885","429678","467759","473923","460105","474489","476000","512000","523000","485000",
"전체","장치,기계조작 및 조립종사자","계","연간특별급여액","원","5493362","5133191","6387822","5926312","6182214","6037278","5565266","5685000","6241000","6065000","6222000",
"전체","장치,기계조작 및 조립종사자","계","임금격차","%","-","-","-","-","","","","","","","",
"전체","장치,기계조작 및 조립종사자","19세이하","월임금총액","원","1486153","1448564.66667","1858685.08333","2156787.08333","2052645.66667","1981093","1961758.83333","2008000","1975000","2030000","2105000",
"전체","장치,기계조작 및 조립종사자","19세이하","월급여액","원","1304533","1367401","1598131","1785393","1819359","1837076","1869868","1910000","1895000","1956000","2014000",
"전체","장치,기계조작 및 조립종사자","19세이하","정액급여","원","1021074","1038743","1214800","1324875","1375315","1384625","1461011","1479000","1553000","1619000","1718000",
"전체","장치,기계조작 및 조립종사자","19세이하","초과급여","원","283460","328658","383331","460518","444045","452451","408856","431000","342000","337000","296000",
"전체","장치,기계조작 및 조립종사자","19세이하","연간특별급여액","원","2179440","973964","3126649","4456729","2799440","1728204","1102690","1180000","956000","883000","1099000",
"전체","장치,기계조작 및 조립종사자","19세이하","임금격차","%","-","-","-","-","","","","","","","",
"전체","장치,기계조작 및 조립종사자","20~24세","월임금총액","원","1732946.91667","1740794.08333","2104511.66667","2121562.25","2149736","2616537.83333","2383793.16667","2418000","2416000","2527000","2680000",
"전체","장치,기계조작 및 조립종사자","20~24세","월급여액","원","1430090","1494030","1692148","1765204","1838036","2073310","2081605","2146000","2173000","2306000","2474000",
"전체","장치,기계조작 및 조립종사자","20~24세","정액급여","원","1119471","1130161","1280083","1306025","1381150","1571303","1586228","1654000","1705000","1829000","2002000",
"전체","장치,기계조작 및 조립종사자","20~24세","초과급여","원","310619","363869","412064","459179","456886","502006","495376","492000","468000","478000","472000",
"전체","장치,기계조작 및 조립종사자","20~24세","연간특별급여액","원","3634283","2961169","4948364","4276299","3740400","6518734","3626258","3267000","2915000","2649000","2471000",
"전체","장치,기계조작 및 조립종사자","20~24세","임금격차","%","-","-","-","-","","","","","","","",
"전체","장치,기계조작 및 조립종사자","25~29세","월임금총액","원","2046915.5","2066656.83333","2353885.25","2353008.08333","2480834.58333","2882765.16667","2716966","2813000","2824000","3071000","3133000",
"전체","장치,기계조작 및 조립종사자","25~29세","월급여액","원","1674015","1740812","1907611","1962956","2056392","2315229","2308088","2396000","2437000","2622000","2726000",
"전체","장치,기계조작 및 조립종사자","25~29세","정액급여","원","1338436","1364712","1480365","1498417","1562510","1777556","1774731","1845000","1910000","2056000","2206000",
"전체","장치,기계조작 및 조립종사자","25~29세","초과급여","원","335579","376101","427246","464538","493882","537673","533357","551000","528000","566000","520000",
"전체","장치,기계조작 및 조립종사자","25~29세","연간특별급여액","원","4474806","3910138","5355291","4680625","5093311","6810434","4906536","5014000","4636000","5394000","4887000",
"전체","장치,기계조작 및 조립종사자","25~29세","임금격차","%","-","-","-","-","","","","","","","",
"전체","장치,기계조작 및 조립종사자","30~34세","월임금총액","원","2382410.5","2424311","2656142.33333","2717045.58333","2769811","3085509.25","2973131.41667","3119000","3180000","3300000","3404000",
"전체","장치,기계조작 및 조립종사자","30~34세","월급여액","원","1928382","1993464","2138297","2212352","2250434","2491555","2482128","2566000","2656000","2784000","2863000",
"전체","장치,기계조작 및 조립종사자","30~34세","정액급여","원","1563899","1583783","1696008","1721189","1745654","1978499","1945882","2024000","2098000","2202000","2316000",
"전체","장치,기계조작 및 조립종사자","30~34세","초과급여","원","364483","409681","442289","491163","504780","513057","536246","542000","558000","582000","547000",
"전체","장치,기계조작 및 조립종사자","30~34세","연간특별급여액","원","5448342","5170164","6214144","6056323","6232524","7127451","5892041","6638000","6292000","6195000","6494000",
"전체","장치,기계조작 및 조립종사자","30~34세","임금격차","%","-","-","-","-","","","","","","","",
"전체","장치,기계조작 및 조립종사자","35~39세","월임금총액","원","2553169","2571217.83333","2744837.41667","2835276.33333","2905560.66667","3089906.83333","3193749.58333","3259000","3493000","3606000","3673000",
"전체","장치,기계조작 및 조립종사자","35~39세","월급여액","원","2039055","2106756","2216144","2333208","2383473","2534064","2627994","2697000","2894000","3008000","3067000",
"전체","장치,기계조작 및 조립종사자","35~39세","정액급여","원","1649871","1675319","1781033","1849218","1892355","2040518","2109370","2165000","2297000","2406000","2495000",
"전체","장치,기계조작 및 조립종사자","35~39세","초과급여","원","389185","431437","435112","483990","491117","493545","518624","532000","596000","602000","572000",
"전체","장치,기계조작 및 조립종사자","35~39세","연간특별급여액","원","6169368","5573542","6344321","6024820","6265052","6670114","6789067","6750000","7191000","7177000","7265000",
"전체","장치,기계조작 및 조립종사자","35~39세","임금격차","%","-","-","-","-","","","","","","","",
"전체","장치,기계조작 및 조립종사자","40~44세","월임금총액","원","2703334","2687856.66667","2873949.91667","2946726.33333","2989445.16667","3081624.66667","3186403.33333","3313000","3515000","3646000","3750000",
"전체","장치,기계조작 및 조립종사자","40~44세","월급여액","원","2119908","2160686","2272012","2381997","2420708","2536167","2623575","2741000","2921000","3080000","3147000",
"전체","장치,기계조작 및 조립종사자","40~44세","정액급여","원","1697699","1698059","1809195","1881451","1920261","2050135","2115402","2230000","2353000","2489000","2592000",
